tile_id,source,coverage_id,wcs_version,metadata_provenance,requested_bounds_epsg27700,requested_shape,recorded_response_bounds_epsg27700,recorded_response_shape,recorded_response_transform,policy_version,policy_acceptance,policy_name,rejection_category,coverage_relationship,geometric_pattern,resolution_changed,target_support_cells,target_cells_without_recorded_support,england_land_cells_100m,missing_support_cells_over_land,missing_support_cells_outside_land,historical_alignment_performed,historical_alignment_method,historical_reprojection_evidence,evidence_based_classification,proposed_disposition
r0019c0036,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[442600.0,457600.0,452600.0,467600.0]","[1000,1000]","[442600.0,457600.0,452600.0,467600.0]","[1000,1000]","[10.0,0.0,442600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0036,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[442595.0,457595.0,452605.0,467605.0]","[1000,1000]","[442595.0,457595.0,452605.0,467605.0]","[1001,1001]","[10.0,0.0,442595.0,0.0,-10.0,467605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0019c0037,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[452600.0,457600.0,462600.0,467600.0]","[1000,1000]","[452600.0,457600.0,462600.0,467600.0]","[1000,1000]","[10.0,0.0,452600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0037,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[452600.0,457600.0,462600.0,467600.0]","[1000,1000]","[452600.0,457600.0,462600.0,467600.0]","[1000,1000]","[10.0,0.0,452600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0037,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[452595.0,457595.0,462605.0,467605.0]","[1000,1000]","[452595.0,457595.0,462605.0,467605.0]","[1001,1001]","[10.0,0.0,452595.0,0.0,-10.0,467605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0019c0038,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[462600.0,457600.0,472600.0,467600.0]","[1000,1000]","[462600.0,457600.0,472600.0,467600.0]","[1000,1000]","[10.0,0.0,462600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0038,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[462600.0,457600.0,472600.0,467600.0]","[1000,1000]","[462600.0,457600.0,472600.0,467600.0]","[1000,1000]","[10.0,0.0,462600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0038,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[462595.0,457595.0,472605.0,467605.0]","[1000,1000]","[462595.0,457595.0,472605.0,467605.0]","[1001,1001]","[10.0,0.0,462595.0,0.0,-10.0,467605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0019c0039,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[472600.0,457600.0,482600.0,467600.0]","[1000,1000]","[472600.0,457600.0,482600.0,467600.0]","[1000,1000]","[10.0,0.0,472600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0039,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[472600.0,457600.0,482600.0,467600.0]","[1000,1000]","[472600.0,457600.0,482600.0,467600.0]","[1000,1000]","[10.0,0.0,472600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0039,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[472595.0,457595.0,482605.0,467605.0]","[1000,1000]","[472595.0,457595.0,482605.0,467605.0]","[1001,1001]","[10.0,0.0,472595.0,0.0,-10.0,467605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0019c0040,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[482600.0,457600.0,492600.0,467600.0]","[1000,1000]","[482600.0,457600.0,492600.0,467600.0]","[1000,1000]","[10.0,0.0,482600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0040,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[482600.0,457600.0,492600.0,467600.0]","[1000,1000]","[482600.0,457600.0,492600.0,467600.0]","[1000,1000]","[10.0,0.0,482600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0040,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[482595.0,457595.0,492605.0,467605.0]","[1000,1000]","[482595.0,457595.0,492605.0,467605.0]","[1001,1001]","[10.0,0.0,482595.0,0.0,-10.0,467605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0019c0041,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[492600.0,457600.0,502600.0,467600.0]","[1000,1000]","[492600.0,457600.0,502600.0,467600.0]","[1000,1000]","[10.0,0.0,492600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0041,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[492600.0,457600.0,502600.0,467600.0]","[1000,1000]","[492600.0,457600.0,502600.0,467600.0]","[1000,1000]","[10.0,0.0,492600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0041,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[492595.0,457595.0,502605.0,467605.0]","[1000,1000]","[492595.0,457595.0,502605.0,467605.0]","[1001,1001]","[10.0,0.0,492595.0,0.0,-10.0,467605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0019c0042,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[502600.0,457600.0,512600.0,467600.0]","[1000,1000]","[502600.0,457600.0,512600.0,467600.0]","[1000,1000]","[10.0,0.0,502600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0042,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[502600.0,457600.0,512600.0,467600.0]","[1000,1000]","[502600.0,457600.0,512600.0,467600.0]","[1000,1000]","[10.0,0.0,502600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0042,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[502595.0,457595.0,512605.0,467605.0]","[1000,1000]","[502595.0,457595.0,512605.0,467605.0]","[1001,1001]","[10.0,0.0,502595.0,0.0,-10.0,467605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0019c0043,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[512600.0,457600.0,522600.0,467600.0]","[1000,1000]","[512600.0,457600.0,522600.0,467600.0]","[1000,1000]","[10.0,0.0,512600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,4861,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0043,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[512600.0,457600.0,522600.0,467600.0]","[1000,1000]","[512600.0,457600.0,522600.0,467600.0]","[1000,1000]","[10.0,0.0,512600.0,0.0,-10.0,467600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,4861,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0019c0043,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[512595.0,457595.0,522605.0,467605.0]","[1000,1000]","[512595.0,457595.0,522605.0,467605.0]","[1001,1001]","[10.0,0.0,512595.0,0.0,-10.0,467605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,4861,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0020c0024,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[322600.0,447600.0,332600.0,457600.0]","[1000,1000]","[322600.0,447600.0,332600.0,457600.0]","[1000,1000]","[10.0,0.0,322600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,81,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0024,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[322600.0,447600.0,332600.0,457600.0]","[1000,1000]","[322600.0,447600.0,332600.0,457600.0]","[1000,1000]","[10.0,0.0,322600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,81,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0024,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[322595.0,447595.0,332605.0,457605.0]","[1000,1000]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0020c0025,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[332600.0,447600.0,342600.0,457600.0]","[1000,1000]","[332600.0,447600.0,342600.0,457600.0]","[1000,1000]","[10.0,0.0,332600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,2576,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0025,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[332600.0,447600.0,342600.0,457600.0]","[1000,1000]","[332600.0,447600.0,342600.0,457600.0]","[1000,1000]","[10.0,0.0,332600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,2576,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0025,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[332595.0,447595.0,342605.0,457605.0]","[1000,1000]","[333485.0,447595.0,342605.0,457605.0]","[1001,1001]","[9.11088911088911,0.0,333485.0,0.0,-10.0,457605.0,0.0,0.0,1.0]",1,rejected,exact-target-grid or airport-wcs20-padded-native-grid,resolution,matches_request_intersection_with_declared_domain (inference),domain-clipped-edges-west-rescaled-x,True,912000,88000,2576,7300,80700,True,nearest-neighbour reproject to tile reference grid,"recorded bounds equal the requested bounds clipped to the configured domain, but service rescaling/value semantics are not proven",Response consistent with clipping to documented coverage bounds (inference),C. requires future request-planning change; remains rejected
r0020c0026,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[342600.0,447600.0,352600.0,457600.0]","[1000,1000]","[342600.0,447600.0,352600.0,457600.0]","[1000,1000]","[10.0,0.0,342600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,9603,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0026,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[342600.0,447600.0,352600.0,457600.0]","[1000,1000]","[342600.0,447600.0,352600.0,457600.0]","[1000,1000]","[10.0,0.0,342600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,9603,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0026,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[342595.0,447595.0,352605.0,457605.0]","[1000,1000]","[342595.0,447595.0,352605.0,457605.0]","[1001,1001]","[10.0,0.0,342595.0,0.0,-10.0,457605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,9603,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0020c0027,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[352600.0,447600.0,362600.0,457600.0]","[1000,1000]","[352600.0,447600.0,362600.0,457600.0]","[1000,1000]","[10.0,0.0,352600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0027,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[352600.0,447600.0,362600.0,457600.0]","[1000,1000]","[352600.0,447600.0,362600.0,457600.0]","[1000,1000]","[10.0,0.0,352600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0027,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[352595.0,447595.0,362605.0,457605.0]","[1000,1000]","[352595.0,447595.0,362605.0,457605.0]","[1001,1001]","[10.0,0.0,352595.0,0.0,-10.0,457605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0020c0028,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[362600.0,447600.0,372600.0,457600.0]","[1000,1000]","[362600.0,447600.0,372600.0,457600.0]","[1000,1000]","[10.0,0.0,362600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0028,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[362600.0,447600.0,372600.0,457600.0]","[1000,1000]","[362600.0,447600.0,372600.0,457600.0]","[1000,1000]","[10.0,0.0,362600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0028,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[362595.0,447595.0,372605.0,457605.0]","[1000,1000]","[362595.0,447595.0,372605.0,457605.0]","[1001,1001]","[10.0,0.0,362595.0,0.0,-10.0,457605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0020c0029,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[372600.0,447600.0,382600.0,457600.0]","[1000,1000]","[372600.0,447600.0,382600.0,457600.0]","[1000,1000]","[10.0,0.0,372600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0029,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[372600.0,447600.0,382600.0,457600.0]","[1000,1000]","[372600.0,447600.0,382600.0,457600.0]","[1000,1000]","[10.0,0.0,372600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0029,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[372595.0,447595.0,382605.0,457605.0]","[1000,1000]","[372595.0,447595.0,382605.0,457605.0]","[1001,1001]","[10.0,0.0,372595.0,0.0,-10.0,457605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0020c0030,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[382600.0,447600.0,392600.0,457600.0]","[1000,1000]","[382600.0,447600.0,392600.0,457600.0]","[1000,1000]","[10.0,0.0,382600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0030,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[382600.0,447600.0,392600.0,457600.0]","[1000,1000]","[382600.0,447600.0,392600.0,457600.0]","[1000,1000]","[10.0,0.0,382600.0,0.0,-10.0,457600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0020c0030,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[382595.0,447595.0,392605.0,457605.0]","[1000,1000]","[382595.0,447595.0,392605.0,457605.0]","[1001,1001]","[10.0,0.0,382595.0,0.0,-10.0,457605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
